,Entity,Continent,variable,value,Suma Sector,Suma Sector Cont,Porcentaje Sector,Porcentaje Sector Continenete
415,Sierra Leone,Africa,Manufactura y Construccion (per capita),0.012798842,100.0533264,7.567754692,0.012792021,0.169123374
416,Somalia,Africa,Manufactura y Construccion (per capita),0.005180372,100.0533264,7.567754692,0.005177611,0.068453222
417,South Africa,Africa,Manufactura y Construccion (per capita),0.764366925,100.0533264,7.567754692,0.763959533,10.10031318
418,South Sudan,Africa,Manufactura y Construccion (per capita),0.005423918,100.0533264,7.567754692,0.005421027,0.071671429
419,Sudan,Africa,Manufactura y Construccion (per capita),0.035503037,100.0533264,7.567754692,0.035484115,0.469135678
420,Tanzania,Africa,Manufactura y Construccion (per capita),0.03896185,100.0533264,7.567754692,0.038941084,0.514840289
421,Togo,Africa,Manufactura y Construccion (per capita),0.01484715,100.0533264,7.567754692,0.014839237,0.196189632
422,Tunisia,Africa,Manufactura y Construccion (per capita),0.420702636,100.0533264,7.567754692,0.42047841,5.559147374
423,Uganda,Africa,Manufactura y Construccion (per capita),0.031398535,100.0533264,7.567754692,0.0313818,0.41489895
424,Zambia,Africa,Manufactura y Construccion (per capita),0.059906945,100.0533264,7.567754692,0.059875015,0.791607908
425,Zimbabwe,Africa,Manufactura y Construccion (per capita),0.075108536,100.0533264,7.567754692,0.075068504,0.992481108
426,Argentina,South America,Manufactura y Construccion (per capita),0.460466474,100.0533264,3.893137407,0.460221055,11.82764506
427,Bolivia,South America,Manufactura y Construccion (per capita),0.204983845,100.0533264,3.893137407,0.204874593,5.265260995
428,Brazil,South America,Manufactura y Construccion (per capita),0.421844125,100.0533264,3.893137407,0.42161929,10.83558274
429,Chile,South America,Manufactura y Construccion (per capita),0.773003995,100.0533264,3.893137407,0.772592,19.85555388
430,Colombia,South America,Manufactura y Construccion (per capita),0.288441837,100.0533264,3.893137407,0.288288103,7.40898167
431,Ecuador,South America,Manufactura y Construccion (per capita),0.120872661,100.0533264,3.893137407,0.120808239,3.104762274
432,Guyana,South America,Manufactura y Construccion (per capita),0.511002541,100.0533264,3.893137407,0.510730187,13.12572579
433,Paraguay,South America,Manufactura y Construccion (per capita),0.044005092,100.0533264,3.893137407,0.043981638,1.130324662
434,Peru,South America,Manufactura y Construccion (per capita),0.255917609,100.0533264,3.893137407,0.25578121,6.573557057
435,Suriname,South America,Manufactura y Construccion (per capita),0.172009572,100.0533264,3.893137407,0.171917895,4.418276429
436,Uruguay,South America,Manufactura y Construccion (per capita),0.300427705,100.0533264,3.893137407,0.300267583,7.716853367
437,Venezuela,South America,Manufactura y Construccion (per capita),0.340161949,100.0533264,3.893137407,0.33998065,8.737476073
438,Australia,Oceania,Manufactura y Construccion (per capita),1.563293576,100.0533264,3.736627787,1.562460372,41.83701629
439,Fiji,Oceania,Manufactura y Construccion (per capita),0.337095708,100.0533264,3.736627787,0.336916042,9.021388451
440,New Zealand,Oceania,Manufactura y Construccion (per capita),1.503221154,100.0533264,3.736627787,1.502419968,40.22935223
441,Papua New Guinea,Oceania,Manufactura y Construccion (per capita),0.201683685,100.0533264,3.736627787,0.201576192,5.3974786
442,Samoa,Oceania,Manufactura y Construccion (per capita),0.101474941,100.0533264,3.736627787,0.101420857,2.715682336
443,Solomon Islands,Oceania,Manufactura y Construccion (per capita),0.029858723,100.0533264,3.736627787,0.029842809,0.799082086
444,Bahamas,North America,Manufactura y Construccion (per capita),0.693221331,100.0533264,9.529227946,0.692851858,7.274685154
445,Barbados,North America,Manufactura y Construccion (per capita),0.209043935,100.0533264,9.529227946,0.208932519,2.193713238
446,Belize,North America,Manufactura y Construccion (per capita),0.128089845,100.0533264,9.529227946,0.128021576,1.344178625
447,Canada,North America,Manufactura y Construccion (per capita),1.903716087,100.0533264,9.529227946,1.902701445,19.97765294
448,Costa Rica,North America,Manufactura y Construccion (per capita),0.186228558,100.0533264,9.529227946,0.186129302,1.954288002
449,Cuba,North America,Manufactura y Construccion (per capita),0.537345827,100.0533264,9.529227946,0.537059432,5.638923003
450,Dominica,North America,Manufactura y Construccion (per capita),0.278520495,100.0533264,9.529227946,0.278372049,2.922802312
451,Dominican Republic,North America,Manufactura y Construccion (per capita),0.360370189,100.0533264,9.529227946,0.360178119,3.781735425
452,El Salvador,North America,Manufactura y Construccion (per capita),0.247925565,100.0533264,9.529227946,0.247793425,2.601738211
453,Grenada,North America,Manufactura y Construccion (per capita),0.089284122,100.0533264,9.529227946,0.089236535,0.936950218
454,Guatemala,North America,Manufactura y Construccion (per capita),0.100674145,100.0533264,9.529227946,0.100620488,1.056477455
455,Haiti,North America,Manufactura y Construccion (per capita),0.056822829,100.0533264,9.529227946,0.056792544,0.596300448
456,Honduras,North America,Manufactura y Construccion (per capita),0.120047837,100.0533264,9.529227946,0.119983854,1.259785558
457,Jamaica,North America,Manufactura y Construccion (per capita),0.790292084,100.0533264,9.529227946,0.789870874,8.293348514
458,Mexico,North America,Manufactura y Construccion (per capita),0.443110049,100.0533264,9.529227946,0.44287388,4.650009962
459,Nicaragua,North America,Manufactura y Construccion (per capita),0.091665991,100.0533264,9.529227946,0.091617135,0.961945618
460,Panama,North America,Manufactura y Construccion (per capita),0.445078701,100.0533264,9.529227946,0.444841483,4.670669054
461,Saint Lucia,North America,Manufactura y Construccion (per capita),0.054706093,100.0533264,9.529227946,0.054676936,0.574087358
462,Trinidad and Tobago,North America,Manufactura y Construccion (per capita),1.44806087,100.0533264,9.529227946,1.447289083,15.19599361
463,United States,North America,Manufactura y Construccion (per capita),1.345023394,100.0533264,9.529227946,1.344306523,14.11471529
464,Afghanistan,Asia,Emisiones Residuales (per capita),0.058619797,109.9767829,59.89017624,0.053301975,0.097878819
465,Armenia,Asia,Emisiones Residuales (per capita),0.300906628,109.9767829,59.89017624,0.27360923,0.502430694
466,Azerbaijan,Asia,Emisiones Residuales (per capita),0.741461813,109.9767829,59.89017624,0.674198494,1.238035785
467,Bahrain,Asia,Emisiones Residuales (per capita),2.949126244,109.9767829,59.89017624,2.681589847,4.924223685
468,Bangladesh,Asia,Emisiones Residuales (per capita),0.061393652,109.9767829,59.89017624,0.055824194,0.102510388
469,Brunei,Asia,Emisiones Residuales (per capita),4.131124973,109.9767829,59.89017624,3.756360992,6.897834057
470,China,Asia,Emisiones Residuales (per capita),0.44176814,109.9767829,59.89017624,0.401692183,0.737630388
471,Georgia,Asia,Emisiones Residuales (per capita),0.217676207,109.9767829,59.89017624,0.197929237,0.363458953
472,India,Asia,Emisiones Residuales (per capita),0.036848173,109.9767829,59.89017624,0.03350541,0.061526238
473,Indonesia,Asia,Emisiones Residuales (per capita),0.200202808,109.9767829,59.89017624,0.182040975,0.334283217
474,Iran,Asia,Emisiones Residuales (per capita),2.285021305,109.9767829,59.89017624,2.077730631,3.815352448
475,Iraq,Asia,Emisiones Residuales (per capita),3.844335079,109.9767829,59.89017624,3.495587867,6.418974397
476,Israel,Asia,Emisiones Residuales (per capita),0.088034645,109.9767829,59.89017624,0.080048391,0.146993464
477,Japan,Asia,Emisiones Residuales (per capita),0.052814003,109.9767829,59.89017624,0.048022866,0.088184751
478,Jordan,Asia,Emisiones Residuales (per capita),0.047516767,109.9767829,59.89017624,0.04320618,0.079339835
479,Kazakhstan,Asia,Emisiones Residuales (per capita),1.490451336,109.9767829,59.89017624,1.355241804,2.488640758
480,Kuwait,Asia,Emisiones Residuales (per capita),5.635741711,109.9767829,59.89017624,5.124483152,9.41012711
481,Kyrgyzstan,Asia,Emisiones Residuales (per capita),0.035848714,109.9767829,59.89017624,0.03259662,0.05985742
482,Laos,Asia,Emisiones Residuales (per capita),0.001394806,109.9767829,59.89017624,0.001268273,0.002328939
483,Lebanon,Asia,Emisiones Residuales (per capita),0.001458638,109.9767829,59.89017624,0.001326315,0.002435522
484,Malaysia,Asia,Emisiones Residuales (per capita),0.492648005,109.9767829,59.89017624,0.447956371,0.822585667
485,Mongolia,Asia,Emisiones Residuales (per capita),0.393778175,109.9767829,59.89017624,0.358055732,0.657500445
486,Myanmar,Asia,Emisiones Residuales (per capita),0.00407065,109.9767829,59.89017624,0.003701372,0.006796858
487,Nepal,Asia,Emisiones Residuales (per capita),0.000349544,109.9767829,59.89017624,0.000317834,0.000583641
488,North Korea,Asia,Emisiones Residuales (per capita),0.490139574,109.9767829,59.89017624,0.445675497,0.818397281
489,Oman,Asia,Emisiones Residuales (per capita),4.60101223,109.9767829,59.89017624,4.183621405,7.682415579
490,Pakistan,Asia,Emisiones Residuales (per capita),0.056241695,109.9767829,59.89017624,0.051139607,0.093908047
491,Philippines,Asia,Emisiones Residuales (per capita),0.010451676,109.9767829,59.89017624,0.00950353,0.017451404
492,Qatar,Asia,Emisiones Residuales (per capita),7.93059206,109.9767829,59.89017624,7.211151165,13.24189134
493,Saudi Arabia,Asia,Emisiones Residuales (per capita),2.407748699,109.9767829,59.89017624,2.189324543,4.020273191
494,Singapore,Asia,Emisiones Residuales (per capita),0.177453324,109.9767829,59.89017624,0.16135526,0.296297883
495,South Korea,Asia,Emisiones Residuales (per capita),0.063640401,109.9767829,59.89017624,0.057867123,0.106261836
496,Syria,Asia,Emisiones Residuales (per capita),0.524893403,109.9767829,59.89017624,0.477276557,0.876426546
497,Tajikistan,Asia,Emisiones Residuales (per capita),0.015019811,109.9767829,59.89017624,0.013657256,0.025078922
498,Thailand,Asia,Emisiones Residuales (per capita),0.120214447,109.9767829,59.89017624,0.109308933,0.200724818
499,Timor,Asia,Emisiones Residuales (per capita),3.317557573,109.9767829,59.89017624,3.016598127,5.539401921
500,Turkey,Asia,Emisiones Residuales (per capita),0.099604934,109.9767829,59.89017624,0.090569056,0.166312642
501,Turkmenistan,Asia,Emisiones Residuales (per capita),12.50737572,109.9767829,59.89017624,11.37274194,20.88385191
502,United Arab Emirates,Asia,Emisiones Residuales (per capita),2.997791529,109.9767829,59.89017624,2.725840355,5.005481227
503,Uzbekistan,Asia,Emisiones Residuales (per capita),0.771942914,109.9767829,59.89017624,0.701914434,1.288930776
504,Vietnam,Asia,Emisiones Residuales (per capita),0.145653039,109.9767829,59.89017624,0.132439807,0.243200218
505,Yemen,Asia,Emisiones Residuales (per capita),0.140251398,109.9767829,59.89017624,0.127528188,0.234180974
506,Algeria,Africa,Emisiones Residuales (per capita),2.136433601,109.9767829,24.94830199,1.942622384,8.563442925
507,Angola,Africa,Emisiones Residuales (per capita),0.586011767,109.9767829,24.94830199,0.532850436,2.348904417
508,Benin,Africa,Emisiones Residuales (per capita),0.000847375,109.9767829,24.94830199,0.000770504,0.003396524
509,Cameroon,Africa,Emisiones Residuales (per capita),0.193612814,109.9767829,24.94830199,0.176048807,0.776056078
510,Chad,Africa,Emisiones Residuales (per capita),0.146110073,109.9767829,24.94830199,0.13285538,0.585651371
511,Congo,Africa,Emisiones Residuales (per capita),1.834400654,109.9767829,24.94830199,1.667989012,7.352807637
512,Cote d'Ivoire,Africa,Emisiones Residuales (per capita),0.033441495,109.9767829,24.94830199,0.030407777,0.134043171
513,Democratic Republic of Congo,Africa,Emisiones Residuales (per capita),0.015785126,109.9767829,24.94830199,0.014353144,0.063271344
514,Egypt,Africa,Emisiones Residuales (per capita),0.330517322,109.9767829,24.94830199,0.300533725,1.324808887
515,Equatorial Guinea,Africa,Emisiones Residuales (per capita),4.410088062,109.9767829,24.94830199,4.010017339,17.67690669
516,Eswatini,Africa,Emisiones Residuales (per capita),0.078388132,109.9767829,24.94830199,0.071276982,0.314202274
517,Ethiopia,Africa,Emisiones Residuales (per capita),8.92E-05,109.9767829,24.94830199,8.11E-05,0.000357632
518,Gabon,Africa,Emisiones Residuales (per capita),3.281815529,109.9767829,24.94830199,2.9840985,13.1544645
519,Ghana,Africa,Emisiones Residuales (per capita),0.051943172,109.9767829,24.94830199,0.047231034,0.208203235
520,Kenya,Africa,Emisiones Residuales (per capita),0.000380416,109.9767829,24.94830199,0.000345906,0.001524819
521,Libya,Africa,Emisiones Residuales (per capita),10.08195877,109.9767829,24.94830199,9.167351968,40.41140265
522,Malawi,Africa,Emisiones Residuales (per capita),0.013420118,109.9767829,24.94830199,0.012202683,0.053791709
523,Mauritania,Africa,Emisiones Residuales (per capita),0.059659306,109.9767829,24.94830199,0.054247182,0.239131729
524,Morocco,Africa,Emisiones Residuales (per capita),0.004386955,109.9767829,24.94830199,0.003988983,0.017584184
525,Mozambique,Africa,Emisiones Residuales (per capita),0.078377023,109.9767829,24.94830199,0.071266881,0.314157747
526,Niger,Africa,Emisiones Residuales (per capita),0.010295693,109.9767829,24.94830199,0.009361697,0.04126811
527,Nigeria,Africa,Emisiones Residuales (per capita),0.271392405,109.9767829,24.94830199,0.246772453,1.087819144
528,Senegal,Africa,Emisiones Residuales (per capita),0.000613634,109.9767829,24.94830199,0.000557967,0.002459622
529,South Africa,Africa,Emisiones Residuales (per capita),0.63304472,109.9767829,24.94830199,0.575616692,2.537426074
530,South Sudan,Africa,Emisiones Residuales (per capita),0.367018461,109.9767829,24.94830199,0.333723584,1.471115996
531,Sudan,Africa,Emisiones Residuales (per capita),0.07427609,109.9767829,24.94830199,0.067537973,0.29772002
532,Tanzania,Africa,Emisiones Residuales (per capita),0.004827132,109.9767829,24.94830199,0.004389228,0.019348539
533,Togo,Africa,Emisiones Residuales (per capita),0.001237263,109.9767829,24.94830199,0.001125022,0.004959305
534,Tunisia,Africa,Emisiones Residuales (per capita),0.197525024,109.9767829,24.94830199,0.179606113,0.791737348
535,Zambia,Africa,Emisiones Residuales (per capita),0.000559878,109.9767829,24.94830199,0.000509087,0.002244153
536,Zimbabwe,Africa,Emisiones Residuales (per capita),0.049844753,109.9767829,24.94830199,0.045322978,0.199792166
537,Argentina,South America,Emisiones Residuales (per capita),0.534159005,109.9767829,7.012206277,0.48570161,7.617559775
538,Bolivia,South America,Emisiones Residuales (per capita),0.482928067,109.9767829,7.012206277,0.439118198,6.886963223
539,Brazil,South America,Emisiones Residuales (per capita),0.106610052,109.9767829,7.012206277,0.09693869,1.520349631
540,Chile,South America,Emisiones Residuales (per capita),0.024799446,109.9767829,7.012206277,0.02254971,0.353661097
541,Colombia,South America,Emisiones Residuales (per capita),0.295990586,109.9767829,7.012206277,0.269139157,4.221076428
542,Ecuador,South America,Emisiones Residuales (per capita),0.490397632,109.9767829,7.012206277,0.445910145,6.993485541
543,Guyana,South America,Emisiones Residuales (per capita),0.051100254,109.9767829,7.012206277,0.046464583,0.728732899
544,Peru,South America,Emisiones Residuales (per capita),0.101505786,109.9767829,7.012206277,0.092297468,1.447558474
545,Suriname,South America,Emisiones Residuales (per capita),1.376076579,109.9767829,7.012206277,1.251242801,19.62401739
546,Uruguay,South America,Emisiones Residuales (per capita),0.002888728,109.9767829,7.012206277,0.002626671,0.04119571
547,Venezuela,South America,Emisiones Residuales (per capita),3.545750141,109.9767829,7.012206277,3.224089711,50.56539983
548,Australia,Oceania,Emisiones Residuales (per capita),1.786281109,109.9767829,2.613145962,1.624234736,68.35749455
549,Cook Islands,Oceania,Emisiones Residuales (per capita),,109.9767829,2.613145962,,
550,New Zealand,Oceania,Emisiones Residuales (per capita),0.232068911,109.9767829,2.613145962,0.211016276,8.880824666
551,Niue,Oceania,Emisiones Residuales (per capita),,109.9767829,2.613145962,,
552,Papua New Guinea,Oceania,Emisiones Residuales (per capita),0.594795942,109.9767829,2.613145962,0.540837736,22.76168078
553,Austria,Europe,Emisiones Residuales (per capita),0.027917027,109.9767829,7.475292022,0.025384474,0.37345735
554,Belarus,Europe,Emisiones Residuales (per capita),0.114256591,109.9767829,7.475292022,0.103891556,1.528456551
555,Belgium,Europe,Emisiones Residuales (per capita),0.050262902,109.9767829,7.475292022,0.045703194,0.672387136
556,Bosnia and Herzegovina,Europe,Emisiones Residuales (per capita),0.209027693,109.9767829,7.475292022,0.190065291,2.796247853
557,Bulgaria,Europe,Emisiones Residuales (per capita),0.14285475,109.9767829,7.475292022,0.129895371,1.911025679
558,Croatia,Europe,Emisiones Residuales (per capita),0.048422657,109.9767829,7.475292022,0.04402989,0.647769436
559,Czechia,Europe,Emisiones Residuales (per capita),0.368595898,109.9767829,7.475292022,0.33515792,4.930856173
560,Denmark,Europe,Emisiones Residuales (per capita),0.157661021,109.9767829,7.475292022,0.143358459,2.10909514
561,Estonia,Europe,Emisiones Residuales (per capita),0.067891277,109.9767829,7.475292022,0.061732373,0.908209033
562,Finland,Europe,Emisiones Residuales (per capita),0.005422838,109.9767829,7.475292022,0.004930893,0.072543488
563,France,Europe,Emisiones Residuales (per capita),0.030861482,109.9767829,7.475292022,0.028061816,0.412846507
564,Germany,Europe,Emisiones Residuales (per capita),0.053282533,109.9767829,7.475292022,0.048448892,0.712781958
565,Greece,Europe,Emisiones Residuales (per capita),0.08115758,109.9767829,7.475292022,0.073795194,1.08567772
566,Hungary,Europe,Emisiones Residuales (per capita),0.074344225,109.9767829,7.475292022,0.067599927,0.994532722
567,Ireland,Europe,Emisiones Residuales (per capita),0.008192528,109.9767829,7.475292022,0.007449325,0.109594756
568,Italy,Europe,Emisiones Residuales (per capita),0.08257626,109.9767829,7.475292022,0.075085175,1.104655975
569,Latvia,Europe,Emisiones Residuales (per capita),0.057690088,109.9767829,7.475292022,0.052456606,0.771743599
570,Lithuania,Europe,Emisiones Residuales (per capita),0.108710185,109.9767829,7.475292022,0.098848304,1.454260039
571,Luxembourg,Europe,Emisiones Residuales (per capita),0.048722655,109.9767829,7.475292022,0.044302673,0.651782625
572,Moldova,Europe,Emisiones Residuales (per capita),0.180547476,109.9767829,7.475292022,0.164168719,2.415256491
573,Montenegro,Europe,Emisiones Residuales (per capita),0.286629677,109.9767829,7.475292022,0.260627443,3.834360931
574,Netherlands,Europe,Emisiones Residuales (per capita),0.014037449,109.9767829,7.475292022,0.012764011,0.187784623
575,North Macedonia,Europe,Emisiones Residuales (per capita),0.119992822,109.9767829,7.475292022,0.109107413,1.60519244
576,Norway,Europe,Emisiones Residuales (per capita),0.211940855,109.9767829,7.475292022,0.19271418,2.835218399
577,Poland,Europe,Emisiones Residuales (per capita),0.04909236,109.9767829,7.475292022,0.04463884,0.656728322
578,Portugal,Europe,Emisiones Residuales (per capita),0.006845177,109.9767829,7.475292022,0.006224202,0.091570699
579,Romania,Europe,Emisiones Residuales (per capita),0.128069028,109.9767829,7.475292022,0.116450968,1.713231107
580,Russia,Europe,Emisiones Residuales (per capita),3.817449093,109.9767829,7.475292022,3.471140901,51.06755805
581,Serbia,Europe,Emisiones Residuales (per capita),0.25991118,109.9767829,7.475292022,0.236332772,3.476936804
582,Slovakia,Europe,Emisiones Residuales (per capita),0.311525792,109.9767829,7.475292022,0.283265053,4.167406316
583,Slovenia,Europe,Emisiones Residuales (per capita),0.024054028,109.9767829,7.475292022,0.021871915,0.321780447
584,Spain,Europe,Emisiones Residuales (per capita),0.029313102,109.9767829,7.475292022,0.026653901,0.392133207
585,Sweden,Europe,Emisiones Residuales (per capita),0.00498187,109.9767829,7.475292022,0.004529929,0.066644491
586,Switzerland,Europe,Emisiones Residuales (per capita),0.027935039,109.9767829,7.475292022,0.025400851,0.373698301
587,Ukraine,Europe,Emisiones Residuales (per capita),0.164569229,109.9767829,7.475292022,0.149639974,2.20150903
588,United Kingdom,Europe,Emisiones Residuales (per capita),0.100547656,109.9767829,7.475292022,0.091426257,1.345066602
589,Barbados,North America,Emisiones Residuales (per capita),0.174203277,109.9767829,8.037660402,0.158400048,2.167338105
590,Belize,North America,Emisiones Residuales (per capita),0.230561718,109.9767829,8.037660402,0.209645811,2.868517788
591,Canada,North America,Emisiones Residuales (per capita),1.575470805,109.9767829,8.037660402,1.432548547,19.60111185
592,Cuba,North America,Emisiones Residuales (per capita),0.074999005,109.9767829,8.037660402,0.068195307,0.933094966
593,Dominican Republic,North America,Emisiones Residuales (per capita),0.010243081,109.9767829,8.037660402,0.009313857,0.127438583
594,Guatemala,North America,Emisiones Residuales (per capita),0.00056878,109.9767829,8.037660402,0.000517182,0.007076443
595,Honduras,North America,Emisiones Residuales (per capita),0.0020521,109.9767829,8.037660402,0.001865939,0.025531057
596,Mexico,North America,Emisiones Residuales (per capita),0.297784388,109.9767829,8.037660402,0.27077023,3.704864017
597,Trinidad and Tobago,North America,Emisiones Residuales (per capita),4.380025864,109.9767829,8.037660402,3.982682298,54.49379104
598,United States,North America,Emisiones Residuales (per capita),1.291751385,109.9767829,8.037660402,1.17456735,16.07123616
599,Afghanistan,Asia,Agricultura (per capita),0.408498496,186.6428088,34.55902487,0.218866453,1.182031314
600,Armenia,Asia,Agricultura (per capita),0.618718147,186.6428088,34.55902487,0.331498519,1.790322932
601,Azerbaijan,Asia,Agricultura (per capita),0.720561564,186.6428088,34.55902487,0.386064466,2.085017059
602,Bahrain,Asia,Agricultura (per capita),0.054839127,186.6428088,34.55902487,0.029381859,0.158682506
603,Bangladesh,Asia,Agricultura (per capita),0.534756482,186.6428088,34.55902487,0.286513306,1.547371442
604,Bhutan,Asia,Agricultura (per capita),0.655227244,186.6428088,34.55902487,0.351059464,1.89596566
605,Brunei,Asia,Agricultura (per capita),0.276946932,186.6428088,34.55902487,0.148383393,0.801373688
606,Cambodia,Asia,Agricultura (per capita),1.294389009,186.6428088,34.55902487,0.693511321,3.745444248
607,China,Asia,Agricultura (per capita),0.462098956,186.6428088,34.55902487,0.247584656,1.337129615
608,Georgia,Asia,Agricultura (per capita),0.522923291,186.6428088,34.55902487,0.280173286,1.513130919
609,India,Asia,Agricultura (per capita),0.52679354,186.6428088,34.55902487,0.282246899,1.524329872
610,Indonesia,Asia,Agricultura (per capita),0.653818488,186.6428088,34.55902487,0.350304677,1.891889284
611,Iran,Asia,Agricultura (per capita),0.39317897,186.6428088,34.55902487,0.210658515,1.13770273
612,Iraq,Asia,Agricultura (per capita),0.235564739,186.6428088,34.55902487,0.126211527,0.681630166
613,Israel,Asia,Agricultura (per capita),0.188981041,186.6428088,34.55902487,0.101252785,0.546835572
614,Japan,Asia,Agricultura (per capita),0.173419118,186.6428088,34.55902487,0.092914974,0.501805588
615,Jordan,Asia,Agricultura (per capita),0.119781852,186.6428088,34.55902487,0.064177052,0.346600786
616,Kazakhstan,Asia,Agricultura (per capita),1.524410963,186.6428088,34.55902487,0.816753119,4.411035811
617,Kuwait,Asia,Agricultura (per capita),0.12360125,186.6428088,34.55902487,0.06622342,0.357652598
618,Kyrgyzstan,Asia,Agricultura (per capita),0.860369086,186.6428088,34.55902487,0.460970927,2.489564128
619,Laos,Asia,Agricultura (per capita),1.339013696,186.6428088,34.55902487,0.717420459,3.874570248
620,Lebanon,Asia,Agricultura (per capita),0.12106698,186.6428088,34.55902487,0.064865601,0.350319433
621,Malaysia,Asia,Agricultura (per capita),0.449455231,186.6428088,34.55902487,0.240810366,1.300543731
622,Mongolia,Asia,Agricultura (per capita),9.537493706,186.6428088,34.55902487,5.11002474,27.59769334
623,Myanmar,Asia,Agricultura (per capita),1.607721806,186.6428088,34.55902487,0.861389633,4.652104078
624,Nepal,Asia,Agricultura (per capita),0.908814013,186.6428088,34.55902487,0.486926884,2.629744376
625,North Korea,Asia,Agricultura (per capita),0.19247134,186.6428088,34.55902487,0.103122827,0.556935102
626,Oman,Asia,Agricultura (per capita),0.357789516,186.6428088,34.55902487,0.191697456,1.035299803
627,Pakistan,Asia,Agricultura (per capita),0.897696853,186.6428088,34.55902487,0.480970501,2.597575759
628,Philippines,Asia,Agricultura (per capita),0.557916045,186.6428088,34.55902487,0.298921801,1.614385959
629,Qatar,Asia,Agricultura (per capita),0.215390086,186.6428088,34.55902487,0.115402296,0.623252788
630,Saudi Arabia,Asia,Agricultura (per capita),0.194931045,186.6428088,34.55902487,0.104440694,0.564052504
631,Singapore,Asia,Agricultura (per capita),0.003445696,186.6428088,34.55902487,0.001846144,0.009970466
632,South Korea,Asia,Agricultura (per capita),0.278573185,186.6428088,34.55902487,0.149254711,0.806079414
633,Sri Lanka,Asia,Agricultura (per capita),0.269183636,186.6428088,34.55902487,0.144223952,0.778909812
634,Syria,Asia,Agricultura (per capita),0.346804589,186.6428088,34.55902487,0.185811921,1.003513815
635,Tajikistan,Asia,Agricultura (per capita),0.699494064,186.6428088,34.55902487,0.374776863,2.024056137
636,Thailand,Asia,Agricultura (per capita),0.940889955,186.6428088,34.55902487,0.504112621,2.722559326
637,Timor,Asia,Agricultura (per capita),0.711457551,186.6428088,34.55902487,0.381186693,2.058673684
638,Turkey,Asia,Agricultura (per capita),0.633588016,186.6428088,34.55902487,0.339465539,1.833350386
639,Turkmenistan,Asia,Agricultura (per capita),1.659347653,186.6428088,34.55902487,0.889049872,4.80148864
640,United Arab Emirates,Asia,Agricultura (per capita),0.212885141,186.6428088,34.55902487,0.114060189,0.61600448
641,Uzbekistan,Asia,Agricultura (per capita),1.109402657,186.6428088,34.55902487,0.594398822,3.210167708
642,Vietnam,Asia,Agricultura (per capita),0.71841681,186.6428088,34.55902487,0.384915344,2.078810998
643,Yemen,Asia,Agricultura (per capita),0.24689731,186.6428088,34.55902487,0.132283323,0.714422096
644,Albania,Europe,Agricultura (per capita),0.978856385,186.6428088,39.22583044,0.524454379,2.495438271
645,Austria,Europe,Agricultura (per capita),0.805127084,186.6428088,39.22583044,0.431373215,2.052543121
646,Belarus,Europe,Agricultura (per capita),2.144426823,186.6428088,39.22583044,1.14894693,5.466874248
647,Belgium,Europe,Agricultura (per capita),0.811139226,186.6428088,39.22583044,0.434594417,2.067870118
648,Bosnia and Herzegovina,Europe,Agricultura (per capita),0.787640572,186.6428088,39.22583044,0.422004243,2.007964045
649,Bulgaria,Europe,Agricultura (per capita),0.745701849,186.6428088,39.22583044,0.399534198,1.90104796
650,Croatia,Europe,Agricultura (per capita),0.624652267,186.6428088,39.22583044,0.334677918,1.59245135
651,Cyprus,Europe,Agricultura (per capita),0.350416422,186.6428088,39.22583044,0.187747079,0.893330792
652,Czechia,Europe,Agricultura (per capita),0.632413268,186.6428088,39.22583044,0.338836129,1.612236786
653,Denmark,Europe,Agricultura (per capita),1.801840186,186.6428088,39.22583044,0.965394915,4.593504245
654,Estonia,Europe,Agricultura (per capita),1.418173313,186.6428088,39.22583044,0.759832818,3.615406729
655,Finland,Europe,Agricultura (per capita),1.062876225,186.6428088,39.22583044,0.569470761,2.709633455
656,France,Europe,Agricultura (per capita),1.129284501,186.6428088,39.22583044,0.605051171,2.878930767
657,Germany,Europe,Agricultura (per capita),0.703090012,186.6428088,39.22583044,0.37670351,1.792415876
658,Greece,Europe,Agricultura (per capita),0.681723654,186.6428088,39.22583044,0.365255784,1.737945753
659,Hungary,Europe,Agricultura (per capita),0.783712029,186.6428088,39.22583044,0.419899397,1.997948853
660,Iceland,Europe,Agricultura (per capita),1.887699604,186.6428088,39.22583044,1.011396912,4.81238914
661,Ireland,Europe,Agricultura (per capita),4.751666069,186.6428088,39.22583044,2.54586078,12.11361497
662,Italy,Europe,Agricultura (per capita),0.522872865,186.6428088,39.22583044,0.280146269,1.332980996
663,Latvia,Europe,Agricultura (per capita),1.437007666,186.6428088,39.22583044,0.769923939,3.663421908
664,Liechtenstein,Europe,Agricultura (per capita),,186.6428088,39.22583044,,
665,Lithuania,Europe,Agricultura (per capita),1.750234008,186.6428088,39.22583044,0.937745214,4.461942522
666,Luxembourg,Europe,Agricultura (per capita),1.039416671,186.6428088,39.22583044,0.556901537,2.649827064
667,Malta,Europe,Agricultura (per capita),0.18166253,186.6428088,39.22583044,0.097331652,0.463119653
668,Moldova,Europe,Agricultura (per capita),0.388300717,186.6428088,39.22583044,0.208044831,0.989910762
669,Montenegro,Europe,Agricultura (per capita),0.621030986,186.6428088,39.22583044,0.332737698,1.583219474
670,Netherlands,Europe,Agricultura (per capita),1.069770575,186.6428088,39.22583044,0.573164635,2.727209501
